,Car_type,Car_name,year,time,horizontal_angle,vertical_angle,file_name,file_path
22,Sedan,aslan,2015,10,15,45,현대_아슬란_2015_10시대_H15_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H15\crops\car\현대_아슬란_2015_10시대_H15_V45.jpg
23,Sedan,aslan,2015,10,15,60,현대_아슬란_2015_10시대_H15_V60.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H15\crops\parking meter\현대_아슬란_2015_10시대_H15_V60.jpg
24,Sedan,aslan,2015,10,150,0,현대_아슬란_2015_10시대_H150_V0.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H150\crops\car\현대_아슬란_2015_10시대_H150_V0.jpg
25,Sedan,aslan,2015,10,150,15,현대_아슬란_2015_10시대_H150_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H150\crops\car\현대_아슬란_2015_10시대_H150_V15.jpg
26,Sedan,aslan,2015,10,150,30,현대_아슬란_2015_10시대_H150_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H150\crops\car\현대_아슬란_2015_10시대_H150_V30.jpg
27,Sedan,aslan,2015,10,150,45,현대_아슬란_2015_10시대_H150_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H150\crops\car\현대_아슬란_2015_10시대_H150_V45.jpg
28,Sedan,aslan,2015,10,150,60,현대_아슬란_2015_10시대_H150_V60.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H150\crops\car\현대_아슬란_2015_10시대_H150_V60.jpg
29,Sedan,aslan,2015,10,165,0,현대_아슬란_2015_10시대_H165_V0.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H165\crops\car\현대_아슬란_2015_10시대_H165_V0.jpg
30,Sedan,aslan,2015,10,165,15,현대_아슬란_2015_10시대_H165_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H165\crops\car\현대_아슬란_2015_10시대_H165_V15.jpg
31,Sedan,aslan,2015,10,165,30,현대_아슬란_2015_10시대_H165_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H165\crops\car\현대_아슬란_2015_10시대_H165_V30.jpg
32,Sedan,aslan,2015,10,165,45,현대_아슬란_2015_10시대_H165_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H165\crops\car\현대_아슬란_2015_10시대_H165_V45.jpg
33,Sedan,aslan,2015,10,180,0,현대_아슬란_2015_10시대_H180_V0.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H180\crops\car\현대_아슬란_2015_10시대_H180_V0.jpg
34,Sedan,aslan,2015,10,180,15,현대_아슬란_2015_10시대_H180_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H180\crops\car\현대_아슬란_2015_10시대_H180_V15.jpg
35,Sedan,aslan,2015,10,180,30,현대_아슬란_2015_10시대_H180_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H180\crops\car\현대_아슬란_2015_10시대_H180_V30.jpg
36,Sedan,aslan,2015,10,180,45,현대_아슬란_2015_10시대_H180_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H180\crops\cell phone\현대_아슬란_2015_10시대_H180_V45.jpg
37,Sedan,aslan,2015,10,180,60,현대_아슬란_2015_10시대_H180_V60.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H180\crops\traffic light\현대_아슬란_2015_10시대_H180_V60.jpg
38,Sedan,aslan,2015,10,195,0,현대_아슬란_2015_10시대_H195_V0.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H195\crops\car\현대_아슬란_2015_10시대_H195_V0.jpg
39,Sedan,aslan,2015,10,195,15,현대_아슬란_2015_10시대_H195_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H195\crops\car\현대_아슬란_2015_10시대_H195_V15.jpg
40,Sedan,aslan,2015,10,195,30,현대_아슬란_2015_10시대_H195_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H195\crops\car\현대_아슬란_2015_10시대_H195_V30.jpg
41,Sedan,aslan,2015,10,210,0,현대_아슬란_2015_10시대_H210_V0.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H210\crops\car\현대_아슬란_2015_10시대_H210_V0.jpg
42,Sedan,aslan,2015,10,210,15,현대_아슬란_2015_10시대_H210_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H210\crops\car\현대_아슬란_2015_10시대_H210_V15.jpg
43,Sedan,aslan,2015,10,210,30,현대_아슬란_2015_10시대_H210_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H210\crops\car\현대_아슬란_2015_10시대_H210_V30.jpg
44,Sedan,aslan,2015,10,210,45,현대_아슬란_2015_10시대_H210_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H210\crops\car\현대_아슬란_2015_10시대_H210_V45.jpg
45,Sedan,aslan,2015,10,225,0,현대_아슬란_2015_10시대_H225_V0.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H225\crops\car\현대_아슬란_2015_10시대_H225_V0.jpg
46,Sedan,aslan,2015,10,225,15,현대_아슬란_2015_10시대_H225_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H225\crops\car\현대_아슬란_2015_10시대_H225_V15.jpg
47,Sedan,aslan,2015,10,225,30,현대_아슬란_2015_10시대_H225_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H225\crops\car\현대_아슬란_2015_10시대_H225_V30.jpg
48,Sedan,aslan,2015,10,225,45,현대_아슬란_2015_10시대_H225_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H225\crops\car\현대_아슬란_2015_10시대_H225_V45.jpg
49,Sedan,aslan,2015,10,225,60,현대_아슬란_2015_10시대_H225_V60.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H225\crops\car\현대_아슬란_2015_10시대_H225_V60.jpg
50,Sedan,aslan,2015,10,240,0,현대_아슬란_2015_10시대_H240_V0.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H240\crops\car\현대_아슬란_2015_10시대_H240_V0.jpg
51,Sedan,aslan,2015,10,240,15,현대_아슬란_2015_10시대_H240_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H240\crops\car\현대_아슬란_2015_10시대_H240_V15.jpg
52,Sedan,aslan,2015,10,240,30,현대_아슬란_2015_10시대_H240_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H240\crops\car\현대_아슬란_2015_10시대_H240_V30.jpg
53,Sedan,aslan,2015,10,240,45,현대_아슬란_2015_10시대_H240_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H240\crops\car\현대_아슬란_2015_10시대_H240_V45.jpg
54,Sedan,aslan,2015,10,240,60,현대_아슬란_2015_10시대_H240_V60.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H240\crops\car\현대_아슬란_2015_10시대_H240_V60.jpg
55,Sedan,aslan,2015,10,255,15,현대_아슬란_2015_10시대_H255_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H255\crops\car\현대_아슬란_2015_10시대_H255_V15.jpg
56,Sedan,aslan,2015,10,255,30,현대_아슬란_2015_10시대_H255_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H255\crops\car\현대_아슬란_2015_10시대_H255_V30.jpg
57,Sedan,aslan,2015,10,255,45,현대_아슬란_2015_10시대_H255_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H255\crops\car\현대_아슬란_2015_10시대_H255_V45.jpg
58,Sedan,aslan,2015,10,255,60,현대_아슬란_2015_10시대_H255_V60.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H255\crops\car\현대_아슬란_2015_10시대_H255_V60.jpg
59,Sedan,aslan,2015,10,270,15,현대_아슬란_2015_10시대_H270_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H270\crops\car\현대_아슬란_2015_10시대_H270_V15.jpg
60,Sedan,aslan,2015,10,270,30,현대_아슬란_2015_10시대_H270_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H270\crops\car\현대_아슬란_2015_10시대_H270_V30.jpg
61,Sedan,aslan,2015,10,270,45,현대_아슬란_2015_10시대_H270_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H270\crops\car\현대_아슬란_2015_10시대_H270_V45.jpg
62,Sedan,aslan,2015,10,270,60,현대_아슬란_2015_10시대_H270_V60.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H270\crops\car\현대_아슬란_2015_10시대_H270_V60.jpg
63,Sedan,aslan,2015,10,285,15,현대_아슬란_2015_10시대_H285_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H285\crops\car\현대_아슬란_2015_10시대_H285_V15.jpg
64,Sedan,aslan,2015,10,285,30,현대_아슬란_2015_10시대_H285_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H285\crops\car\현대_아슬란_2015_10시대_H285_V30.jpg
65,Sedan,aslan,2015,10,285,45,현대_아슬란_2015_10시대_H285_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H285\crops\car\현대_아슬란_2015_10시대_H285_V45.jpg
66,Sedan,aslan,2015,10,285,60,현대_아슬란_2015_10시대_H285_V60.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H285\crops\car\현대_아슬란_2015_10시대_H285_V60.jpg
67,Sedan,aslan,2015,10,30,0,현대_아슬란_2015_10시대_H30_V0.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H30\crops\car\현대_아슬란_2015_10시대_H30_V0.jpg
68,Sedan,aslan,2015,10,30,15,현대_아슬란_2015_10시대_H30_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H30\crops\car\현대_아슬란_2015_10시대_H30_V15.jpg
69,Sedan,aslan,2015,10,30,30,현대_아슬란_2015_10시대_H30_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H30\crops\car\현대_아슬란_2015_10시대_H30_V30.jpg
70,Sedan,aslan,2015,10,30,45,현대_아슬란_2015_10시대_H30_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H30\crops\car\현대_아슬란_2015_10시대_H30_V45.jpg
71,Sedan,aslan,2015,10,30,60,현대_아슬란_2015_10시대_H30_V60.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H30\crops\car\현대_아슬란_2015_10시대_H30_V60.jpg
72,Sedan,aslan,2015,10,300,15,현대_아슬란_2015_10시대_H300_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H300\crops\car\현대_아슬란_2015_10시대_H300_V15.jpg
73,Sedan,aslan,2015,10,300,30,현대_아슬란_2015_10시대_H300_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H300\crops\car\현대_아슬란_2015_10시대_H300_V30.jpg
74,Sedan,aslan,2015,10,300,45,현대_아슬란_2015_10시대_H300_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H300\crops\car\현대_아슬란_2015_10시대_H300_V45.jpg
75,Sedan,aslan,2015,10,300,60,현대_아슬란_2015_10시대_H300_V60.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H300\crops\car\현대_아슬란_2015_10시대_H300_V60.jpg
76,Sedan,aslan,2015,10,315,0,현대_아슬란_2015_10시대_H315_V0.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H315\crops\car\현대_아슬란_2015_10시대_H315_V0.jpg
77,Sedan,aslan,2015,10,315,15,현대_아슬란_2015_10시대_H315_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H315\crops\car\현대_아슬란_2015_10시대_H315_V15.jpg
78,Sedan,aslan,2015,10,315,30,현대_아슬란_2015_10시대_H315_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H315\crops\car\현대_아슬란_2015_10시대_H315_V30.jpg
79,Sedan,aslan,2015,10,315,45,현대_아슬란_2015_10시대_H315_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H315\crops\car\현대_아슬란_2015_10시대_H315_V45.jpg
80,Sedan,aslan,2015,10,315,60,현대_아슬란_2015_10시대_H315_V60.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H315\crops\car\현대_아슬란_2015_10시대_H315_V60.jpg
81,Sedan,aslan,2015,10,330,0,현대_아슬란_2015_10시대_H330_V0.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H330\crops\car\현대_아슬란_2015_10시대_H330_V0.jpg
82,Sedan,aslan,2015,10,330,15,현대_아슬란_2015_10시대_H330_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H330\crops\car\현대_아슬란_2015_10시대_H330_V15.jpg
83,Sedan,aslan,2015,10,330,30,현대_아슬란_2015_10시대_H330_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H330\crops\car\현대_아슬란_2015_10시대_H330_V30.jpg
84,Sedan,aslan,2015,10,330,45,현대_아슬란_2015_10시대_H330_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H330\crops\car\현대_아슬란_2015_10시대_H330_V45.jpg
85,Sedan,aslan,2015,10,330,60,현대_아슬란_2015_10시대_H330_V60.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H330\crops\car\현대_아슬란_2015_10시대_H330_V60.jpg
86,Sedan,aslan,2015,10,345,0,현대_아슬란_2015_10시대_H345_V0.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H345\crops\car\현대_아슬란_2015_10시대_H345_V0.jpg
87,Sedan,aslan,2015,10,345,15,현대_아슬란_2015_10시대_H345_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H345\crops\car\현대_아슬란_2015_10시대_H345_V15.jpg
88,Sedan,aslan,2015,10,345,30,현대_아슬란_2015_10시대_H345_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H345\crops\car\현대_아슬란_2015_10시대_H345_V30.jpg
89,Sedan,aslan,2015,10,345,45,현대_아슬란_2015_10시대_H345_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H345\crops\car\현대_아슬란_2015_10시대_H345_V45.jpg
90,Sedan,aslan,2015,10,345,60,현대_아슬란_2015_10시대_H345_V60.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H345\crops\car\현대_아슬란_2015_10시대_H345_V60.jpg
91,Sedan,aslan,2015,10,45,0,현대_아슬란_2015_10시대_H45_V0.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H45\crops\car\현대_아슬란_2015_10시대_H45_V0.jpg
92,Sedan,aslan,2015,10,45,15,현대_아슬란_2015_10시대_H45_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H45\crops\car\현대_아슬란_2015_10시대_H45_V15.jpg
93,Sedan,aslan,2015,10,45,30,현대_아슬란_2015_10시대_H45_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H45\crops\car\현대_아슬란_2015_10시대_H45_V30.jpg
94,Sedan,aslan,2015,10,45,45,현대_아슬란_2015_10시대_H45_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H45\crops\car\현대_아슬란_2015_10시대_H45_V45.jpg
95,Sedan,aslan,2015,10,45,60,현대_아슬란_2015_10시대_H45_V60.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H45\crops\car\현대_아슬란_2015_10시대_H45_V60.jpg
96,Sedan,aslan,2015,10,60,0,현대_아슬란_2015_10시대_H60_V0.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H60\crops\car\현대_아슬란_2015_10시대_H60_V0.jpg
97,Sedan,aslan,2015,10,60,15,현대_아슬란_2015_10시대_H60_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H60\crops\car\현대_아슬란_2015_10시대_H60_V15.jpg
98,Sedan,aslan,2015,10,60,30,현대_아슬란_2015_10시대_H60_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H60\crops\car\현대_아슬란_2015_10시대_H60_V30.jpg
99,Sedan,aslan,2015,10,60,45,현대_아슬란_2015_10시대_H60_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H60\crops\car\현대_아슬란_2015_10시대_H60_V45.jpg
100,Sedan,aslan,2015,10,60,60,현대_아슬란_2015_10시대_H60_V60.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H60\crops\car\현대_아슬란_2015_10시대_H60_V60.jpg
101,Sedan,aslan,2015,10,75,15,현대_아슬란_2015_10시대_H75_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H75\crops\car\현대_아슬란_2015_10시대_H75_V15.jpg
102,Sedan,aslan,2015,10,75,30,현대_아슬란_2015_10시대_H75_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H75\crops\car\현대_아슬란_2015_10시대_H75_V30.jpg
103,Sedan,aslan,2015,10,75,45,현대_아슬란_2015_10시대_H75_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H75\crops\car\현대_아슬란_2015_10시대_H75_V45.jpg
104,Sedan,aslan,2015,10,75,60,현대_아슬란_2015_10시대_H75_V60.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H75\crops\car\현대_아슬란_2015_10시대_H75_V60.jpg
105,Sedan,aslan,2015,10,90,15,현대_아슬란_2015_10시대_H90_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H90\crops\car\현대_아슬란_2015_10시대_H90_V15.jpg
106,Sedan,aslan,2015,10,90,15,현대_아슬란_2015_10시대_H90_V15_(1).jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H90\crops\car\현대_아슬란_2015_10시대_H90_V15_(1).jpg
107,Sedan,aslan,2015,10,90,30,현대_아슬란_2015_10시대_H90_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H90\crops\car\현대_아슬란_2015_10시대_H90_V30.jpg
108,Sedan,aslan,2015,10,90,30,현대_아슬란_2015_10시대_H90_V30_(1).jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H90\crops\car\현대_아슬란_2015_10시대_H90_V30_(1).jpg
109,Sedan,aslan,2015,10,90,45,현대_아슬란_2015_10시대_H90_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H90\crops\car\현대_아슬란_2015_10시대_H90_V45.jpg
110,Sedan,aslan,2015,10,90,45,현대_아슬란_2015_10시대_H90_V45_(1).jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H90\crops\car\현대_아슬란_2015_10시대_H90_V45_(1).jpg
111,Sedan,aslan,2015,10,90,60,현대_아슬란_2015_10시대_H90_V60_(1).jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\10\H90\crops\car\현대_아슬란_2015_10시대_H90_V60_(1).jpg
112,Sedan,aslan,2015,14,0,60,현대_아슬란_2015_14시대_H0_V60.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\14\H0\crops\bus\현대_아슬란_2015_14시대_H0_V60.jpg
113,Sedan,aslan,2015,14,0,0,현대_아슬란_2015_14시대_H0_V0.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\14\H0\crops\car\현대_아슬란_2015_14시대_H0_V0.jpg
114,Sedan,aslan,2015,14,0,15,현대_아슬란_2015_14시대_H0_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\14\H0\crops\car\현대_아슬란_2015_14시대_H0_V15.jpg
115,Sedan,aslan,2015,14,0,30,현대_아슬란_2015_14시대_H0_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\14\H0\crops\car\현대_아슬란_2015_14시대_H0_V30.jpg
116,Sedan,aslan,2015,14,0,45,현대_아슬란_2015_14시대_H0_V45.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\14\H0\crops\car\현대_아슬란_2015_14시대_H0_V45.jpg
117,Sedan,aslan,2015,14,105,15,현대_아슬란_2015_14시대_H105_V15.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\14\H105\crops\car\현대_아슬란_2015_14시대_H105_V15.jpg
118,Sedan,aslan,2015,14,105,30,현대_아슬란_2015_14시대_H105_V30.jpg,C:/Users/USER/cp2/yolov5/runs/detect\Sedan\aslan\2015\14\H105\crops\car\현대_아슬란_2015_14시대_H105_V30.jpg
